"","Items","quantity","price","total","y"
"5365","RosePotpourri",1,12,12,2019-09-26
"5366","CDiskBamboo",4,29,116,2019-09-26
"5367","CDiskCoconut",3,26.9,80.7,2019-09-26
"5368","SmudgeBundle",4,53.3,213.2,2019-09-26
"5369","LoofahPack",5,12.1,60.5,2019-09-26
"5370","Package1",1,52.7,52.7,2019-09-26
"5371","BeeswaxCandle",1,27.2,27.2,2019-09-26
"5372","PackTeaCandles",2,8,16,2019-09-26
"5373","DreamPouch",2,18.8,37.6,2019-09-26
"5374","ParisPMirror",3,6.6,19.8,2019-09-26
"5375","MilanPMirror",1,5.7,5.7,2019-09-26
"5376","LoofahPack",1,29.4,29.4,2019-09-26
"5377","Package2",2,34.8,69.6,2019-09-26
"5378","Package3",4,34.9,139.6,2019-09-26
"5379","Package4",3,24.9,74.7,2019-09-26
"5380","Package5",4,24.8,99.2,2019-09-26
"5381","DriedBoquet1",1,49.5,49.5,2019-09-27
"5382","DriedBoquet2",3,41,123,2019-09-27
"5383","EucalyptSmudge",5,15.6,78,2019-09-27
"5384","SageSmudge",1,16.3,16.3,2019-09-27
"5385","RosePotpourri",1,12,12,2019-09-27
"5386","CDiskBamboo",4,29,116,2019-09-27
"5387","CDiskCoconut",3,26.9,80.7,2019-09-27
"5388","SmudgeBundle",4,53.3,213.2,2019-09-27
"5389","LoofahPack",5,12.1,60.5,2019-09-27
"5390","Package1",1,52.7,52.7,2019-09-27
"5391","BeeswaxCandle",1,27.2,27.2,2019-09-27
"5392","PackTeaCandles",2,8,16,2019-09-27
"5393","DreamPouch",2,18.8,37.6,2019-09-27
"5394","ParisPMirror",3,6.6,19.8,2019-09-27
"5395","MilanPMirror",1,5.7,5.7,2019-09-27
"5396","LoofahPack",1,29.4,29.4,2019-09-27
"5397","Package2",2,34.8,69.6,2019-09-27
"5398","Package3",4,34.9,139.6,2019-09-27
"5399","Package4",3,24.9,74.7,2019-09-27
"5400","Package5",4,24.8,99.2,2019-09-27
"5401","DriedBoquet1",1,49.5,49.5,2019-09-28
"5402","DriedBoquet2",3,41,123,2019-09-28
"5403","EucalyptSmudge",5,15.6,78,2019-09-28
"5404","SageSmudge",1,16.3,16.3,2019-09-28
"5405","RosePotpourri",1,12,12,2019-09-28
"5406","CDiskBamboo",4,29,116,2019-09-28
"5407","CDiskCoconut",3,26.9,80.7,2019-09-28
"5408","SmudgeBundle",4,53.3,213.2,2019-09-28
"5409","LoofahPack",5,12.1,60.5,2019-09-28
"5410","Package1",1,52.7,52.7,2019-09-28
"5411","BeeswaxCandle",1,27.2,27.2,2019-09-28
"5412","PackTeaCandles",2,8,16,2019-09-28
"5413","DreamPouch",2,18.8,37.6,2019-09-28
"5414","ParisPMirror",3,6.6,19.8,2019-09-28
"5415","MilanPMirror",1,5.7,5.7,2019-09-28
"5416","LoofahPack",1,29.4,29.4,2019-09-28
"5417","Package2",2,34.8,69.6,2019-09-28
"5418","Package3",4,34.9,139.6,2019-09-28
"5419","Package4",3,24.9,74.7,2019-09-28
"5420","Package5",4,24.8,99.2,2019-09-28
"5421","DriedBoquet1",1,49.5,49.5,2019-09-29
"5422","DriedBoquet2",3,41,123,2019-09-29
"5423","EucalyptSmudge",5,15.6,78,2019-09-29
"5424","SageSmudge",1,16.3,16.3,2019-09-29
"5425","RosePotpourri",1,12,12,2019-09-29
"5426","CDiskBamboo",4,29,116,2019-09-29
"5427","CDiskCoconut",3,26.9,80.7,2019-09-29
"5428","SmudgeBundle",4,53.3,213.2,2019-09-29
"5429","LoofahPack",5,12.1,60.5,2019-09-29
"5430","Package1",1,52.7,52.7,2019-09-29
"5431","BeeswaxCandle",1,27.2,27.2,2019-09-29
"5432","PackTeaCandles",2,8,16,2019-09-29
"5433","DreamPouch",2,18.8,37.6,2019-09-29
"5434","ParisPMirror",3,6.6,19.8,2019-09-29
"5435","MilanPMirror",1,5.7,5.7,2019-09-29
"5436","LoofahPack",1,29.4,29.4,2019-09-29
"5437","Package2",2,34.8,69.6,2019-09-29
"5438","Package3",4,34.9,139.6,2019-09-29
"5439","Package4",3,24.9,74.7,2019-09-29
"5440","Package5",4,24.8,99.2,2019-09-29
"5441","DriedBoquet1",1,49.5,49.5,2019-09-30
"5442","DriedBoquet2",3,41,123,2019-09-30
"5443","EucalyptSmudge",5,15.6,78,2019-09-30
"5444","SageSmudge",1,16.3,16.3,2019-09-30
"5445","RosePotpourri",1,12,12,2019-09-30
"5446","CDiskBamboo",4,29,116,2019-09-30
"5447","CDiskCoconut",3,26.9,80.7,2019-09-30
"5448","SmudgeBundle",4,53.3,213.2,2019-09-30
"5449","LoofahPack",5,12.1,60.5,2019-09-30
"5450","Package1",1,52.7,52.7,2019-09-30
"5451","BeeswaxCandle",1,27.2,27.2,2019-09-30
"5452","PackTeaCandles",2,8,16,2019-09-30
"5453","DreamPouch",2,18.8,37.6,2019-09-30
"5454","ParisPMirror",3,6.6,19.8,2019-09-30
"5455","MilanPMirror",1,5.7,5.7,2019-09-30
"5456","LoofahPack",1,29.4,29.4,2019-09-30
"5457","Package2",2,34.8,69.6,2019-09-30
"5458","Package3",4,34.9,139.6,2019-09-30
"5459","Package4",3,24.9,74.7,2019-09-30
"5460","Package5",4,24.8,99.2,2019-09-30
"5461","DriedBoquet1",1,49.5,49.5,2019-10-01
"5462","DriedBoquet2",3,41,123,2019-10-01
"5463","EucalyptSmudge",5,15.6,78,2019-10-01
"5464","SageSmudge",1,16.3,16.3,2019-10-01
"5465","RosePotpourri",1,12,12,2019-10-01
"5466","CDiskBamboo",4,29,116,2019-10-01
"5467","CDiskCoconut",3,26.9,80.7,2019-10-01
"5468","SmudgeBundle",4,53.3,213.2,2019-10-01
"5469","LoofahPack",5,12.1,60.5,2019-10-01
"5470","Package1",1,52.7,52.7,2019-10-01
"5471","BeeswaxCandle",1,27.2,27.2,2019-10-01
"5472","PackTeaCandles",2,8,16,2019-10-01
"5473","DreamPouch",2,18.8,37.6,2019-10-01
"5474","ParisPMirror",3,6.6,19.8,2019-10-01
"5475","MilanPMirror",1,5.7,5.7,2019-10-01
"5476","LoofahPack",1,29.4,29.4,2019-10-01
"5477","Package2",2,34.8,69.6,2019-10-01
"5478","Package3",4,34.9,139.6,2019-10-01
"5479","Package4",3,24.9,74.7,2019-10-01
"5480","Package5",4,24.8,99.2,2019-10-01
"5481","DriedBoquet1",1,49.5,49.5,2019-10-02
"5482","DriedBoquet2",3,41,123,2019-10-02
"5483","EucalyptSmudge",5,15.6,78,2019-10-02
"5484","SageSmudge",1,16.3,16.3,2019-10-02
"5485","RosePotpourri",1,12,12,2019-10-02
"5486","CDiskBamboo",4,29,116,2019-10-02
"5487","CDiskCoconut",3,26.9,80.7,2019-10-02
"5488","SmudgeBundle",4,53.3,213.2,2019-10-02
"5489","LoofahPack",5,12.1,60.5,2019-10-02
"5490","Package1",1,52.7,52.7,2019-10-02
"5491","BeeswaxCandle",1,27.2,27.2,2019-10-02
"5492","PackTeaCandles",2,8,16,2019-10-02
"5493","DreamPouch",2,18.8,37.6,2019-10-02
"5494","ParisPMirror",3,6.6,19.8,2019-10-02
"5495","MilanPMirror",1,5.7,5.7,2019-10-02
"5496","LoofahPack",1,29.4,29.4,2019-10-02
"5497","Package2",2,34.8,69.6,2019-10-02
"5498","Package3",4,34.9,139.6,2019-10-02
"5499","Package4",3,24.9,74.7,2019-10-02
"5500","Package5",4,24.8,99.2,2019-10-02
"5501","DriedBoquet1",1,49.5,49.5,2019-10-03
"5502","DriedBoquet2",3,41,123,2019-10-03
"5503","EucalyptSmudge",5,15.6,78,2019-10-03
"5504","SageSmudge",1,16.3,16.3,2019-10-03
"5505","RosePotpourri",1,12,12,2019-10-03
"5506","CDiskBamboo",4,29,116,2019-10-03
"5507","CDiskCoconut",3,26.9,80.7,2019-10-03
"5508","SmudgeBundle",4,53.3,213.2,2019-10-03
"5509","LoofahPack",5,12.1,60.5,2019-10-03
"5510","Package1",1,52.7,52.7,2019-10-03
"5511","BeeswaxCandle",1,27.2,27.2,2019-10-03
"5512","PackTeaCandles",2,8,16,2019-10-03
"5513","DreamPouch",2,18.8,37.6,2019-10-03
"5514","ParisPMirror",3,6.6,19.8,2019-10-03
"5515","MilanPMirror",1,5.7,5.7,2019-10-03
"5516","LoofahPack",1,29.4,29.4,2019-10-03
"5517","Package2",2,34.8,69.6,2019-10-03
"5518","Package3",4,34.9,139.6,2019-10-03
"5519","Package4",3,24.9,74.7,2019-10-03
"5520","Package5",4,24.8,99.2,2019-10-03
"5521","DriedBoquet1",1,49.5,49.5,2019-10-04
"5522","DriedBoquet2",3,41,123,2019-10-04
"5523","EucalyptSmudge",5,15.6,78,2019-10-04
"5524","SageSmudge",1,16.3,16.3,2019-10-04
"5525","RosePotpourri",1,12,12,2019-10-04
"5526","CDiskBamboo",4,29,116,2019-10-04
"5527","CDiskCoconut",3,26.9,80.7,2019-10-04
"5528","SmudgeBundle",4,53.3,213.2,2019-10-04
"5529","LoofahPack",5,12.1,60.5,2019-10-04
"5530","Package1",1,52.7,52.7,2019-10-04
"5531","BeeswaxCandle",1,27.2,27.2,2019-10-04
"5532","PackTeaCandles",2,8,16,2019-10-04
"5533","DreamPouch",2,18.8,37.6,2019-10-04
"5534","ParisPMirror",3,6.6,19.8,2019-10-04
"5535","MilanPMirror",1,5.7,5.7,2019-10-04
"5536","LoofahPack",1,29.4,29.4,2019-10-04
"5537","Package2",2,34.8,69.6,2019-10-04
"5538","Package3",4,34.9,139.6,2019-10-04
"5539","Package4",3,24.9,74.7,2019-10-04
"5540","Package5",4,24.8,99.2,2019-10-04
"5541","DriedBoquet1",1,49.5,49.5,2019-10-05
"5542","DriedBoquet2",3,41,123,2019-10-05
"5543","EucalyptSmudge",5,15.6,78,2019-10-05
"5544","SageSmudge",1,16.3,16.3,2019-10-05
"5545","RosePotpourri",1,12,12,2019-10-05
"5546","CDiskBamboo",4,29,116,2019-10-05
"5547","CDiskCoconut",3,26.9,80.7,2019-10-05
"5548","SmudgeBundle",4,53.3,213.2,2019-10-05
"5549","LoofahPack",5,12.1,60.5,2019-10-05
"5550","Package1",1,52.7,52.7,2019-10-05
"5551","BeeswaxCandle",1,27.2,27.2,2019-10-05
"5552","PackTeaCandles",2,8,16,2019-10-05
"5553","DreamPouch",2,18.8,37.6,2019-10-05
"5554","ParisPMirror",3,6.6,19.8,2019-10-05
"5555","MilanPMirror",1,5.7,5.7,2019-10-05
"5556","LoofahPack",1,29.4,29.4,2019-10-05
"5557","Package2",2,34.8,69.6,2019-10-05
"5558","Package3",4,34.9,139.6,2019-10-05
"5559","Package4",3,24.9,74.7,2019-10-05
"5560","Package5",4,24.8,99.2,2019-10-05
"5561","DriedBoquet1",1,49.5,49.5,2019-10-06
"5562","DriedBoquet2",3,41,123,2019-10-06
"5563","EucalyptSmudge",5,15.6,78,2019-10-06
"5564","SageSmudge",1,16.3,16.3,2019-10-06
"5565","RosePotpourri",1,12,12,2019-10-06
"5566","CDiskBamboo",4,29,116,2019-10-06
"5567","CDiskCoconut",3,26.9,80.7,2019-10-06
"5568","SmudgeBundle",4,53.3,213.2,2019-10-06
"5569","LoofahPack",5,12.1,60.5,2019-10-06
"5570","Package1",1,52.7,52.7,2019-10-06
"5571","BeeswaxCandle",1,27.2,27.2,2019-10-06
"5572","PackTeaCandles",2,8,16,2019-10-06
"5573","DreamPouch",2,18.8,37.6,2019-10-06
"5574","ParisPMirror",3,6.6,19.8,2019-10-06
"5575","MilanPMirror",1,5.7,5.7,2019-10-06
"5576","LoofahPack",1,29.4,29.4,2019-10-06
"5577","Package2",2,34.8,69.6,2019-10-06
"5578","Package3",4,34.9,139.6,2019-10-06
"5579","Package4",3,24.9,74.7,2019-10-06
"5580","Package5",4,24.8,99.2,2019-10-06
"5581","DriedBoquet1",1,49.5,49.5,2019-10-07
"5582","DriedBoquet2",3,41,123,2019-10-07
"5583","EucalyptSmudge",5,15.6,78,2019-10-07
"5584","SageSmudge",1,16.3,16.3,2019-10-07
"5585","RosePotpourri",1,12,12,2019-10-07
"5586","CDiskBamboo",4,29,116,2019-10-07
"5587","CDiskCoconut",3,26.9,80.7,2019-10-07
"5588","SmudgeBundle",4,53.3,213.2,2019-10-07
"5589","LoofahPack",5,12.1,60.5,2019-10-07
"5590","Package1",1,52.7,52.7,2019-10-07
"5591","BeeswaxCandle",1,27.2,27.2,2019-10-07
"5592","PackTeaCandles",2,8,16,2019-10-07
"5593","DreamPouch",2,18.8,37.6,2019-10-07
"5594","ParisPMirror",3,6.6,19.8,2019-10-07
"5595","MilanPMirror",1,5.7,5.7,2019-10-07
"5596","LoofahPack",1,29.4,29.4,2019-10-07
"5597","Package2",2,34.8,69.6,2019-10-07
"5598","Package3",4,34.9,139.6,2019-10-07
"5599","Package4",3,24.9,74.7,2019-10-07
"5600","Package5",4,24.8,99.2,2019-10-07
"5601","DriedBoquet1",1,49.5,49.5,2019-10-08
"5602","DriedBoquet2",3,41,123,2019-10-08
"5603","EucalyptSmudge",5,15.6,78,2019-10-08
"5604","SageSmudge",1,16.3,16.3,2019-10-08
"5605","RosePotpourri",1,12,12,2019-10-08
"5606","CDiskBamboo",4,29,116,2019-10-08
"5607","CDiskCoconut",3,26.9,80.7,2019-10-08
"5608","SmudgeBundle",4,53.3,213.2,2019-10-08
"5609","LoofahPack",5,12.1,60.5,2019-10-08
"5610","Package1",1,52.7,52.7,2019-10-08
"5611","BeeswaxCandle",1,27.2,27.2,2019-10-08
"5612","PackTeaCandles",2,8,16,2019-10-08
"5613","DreamPouch",2,18.8,37.6,2019-10-08
"5614","ParisPMirror",3,6.6,19.8,2019-10-08
"5615","MilanPMirror",1,5.7,5.7,2019-10-08
"5616","LoofahPack",1,29.4,29.4,2019-10-08
"5617","Package2",2,34.8,69.6,2019-10-08
"5618","Package3",4,34.9,139.6,2019-10-08
"5619","Package4",3,24.9,74.7,2019-10-08
"5620","Package5",4,24.8,99.2,2019-10-08
"5621","DriedBoquet1",1,49.5,49.5,2019-10-09
"5622","DriedBoquet2",3,41,123,2019-10-09
"5623","EucalyptSmudge",5,15.6,78,2019-10-09
"5624","SageSmudge",1,16.3,16.3,2019-10-09
"5625","RosePotpourri",1,12,12,2019-10-09
"5626","CDiskBamboo",4,29,116,2019-10-09
"5627","CDiskCoconut",3,26.9,80.7,2019-10-09
"5628","SmudgeBundle",4,53.3,213.2,2019-10-09
"5629","LoofahPack",5,12.1,60.5,2019-10-09
"5630","Package1",1,52.7,52.7,2019-10-09
"5631","BeeswaxCandle",1,27.2,27.2,2019-10-09
"5632","PackTeaCandles",2,8,16,2019-10-09
"5633","DreamPouch",2,18.8,37.6,2019-10-09
"5634","ParisPMirror",3,6.6,19.8,2019-10-09
"5635","MilanPMirror",1,5.7,5.7,2019-10-09
"5636","LoofahPack",1,29.4,29.4,2019-10-09
"5637","Package2",2,34.8,69.6,2019-10-09
"5638","Package3",4,34.9,139.6,2019-10-09
"5639","Package4",3,24.9,74.7,2019-10-09
"5640","Package5",4,24.8,99.2,2019-10-09
"5641","DriedBoquet1",1,49.5,49.5,2019-10-10
"5642","DriedBoquet2",3,41,123,2019-10-10
"5643","EucalyptSmudge",5,15.6,78,2019-10-10
"5644","SageSmudge",1,16.3,16.3,2019-10-10
"5645","RosePotpourri",1,12,12,2019-10-10
"5646","CDiskBamboo",4,29,116,2019-10-10
"5647","CDiskCoconut",3,26.9,80.7,2019-10-10
"5648","SmudgeBundle",4,53.3,213.2,2019-10-10
"5649","LoofahPack",5,12.1,60.5,2019-10-10
"5650","Package1",1,52.7,52.7,2019-10-10
"5651","BeeswaxCandle",1,27.2,27.2,2019-10-10
"5652","PackTeaCandles",2,8,16,2019-10-10
"5653","DreamPouch",2,18.8,37.6,2019-10-10
"5654","ParisPMirror",3,6.6,19.8,2019-10-10
"5655","MilanPMirror",1,5.7,5.7,2019-10-10
"5656","LoofahPack",1,29.4,29.4,2019-10-10
"5657","Package2",2,34.8,69.6,2019-10-10
"5658","Package3",4,34.9,139.6,2019-10-10
"5659","Package4",3,24.9,74.7,2019-10-10
"5660","Package5",4,24.8,99.2,2019-10-10
"5661","DriedBoquet1",1,49.5,49.5,2019-10-11
"5662","DriedBoquet2",3,41,123,2019-10-11
"5663","EucalyptSmudge",5,15.6,78,2019-10-11
"5664","SageSmudge",1,16.3,16.3,2019-10-11
"5665","RosePotpourri",1,12,12,2019-10-11
"5666","CDiskBamboo",4,29,116,2019-10-11
"5667","CDiskCoconut",3,26.9,80.7,2019-10-11
"5668","SmudgeBundle",4,53.3,213.2,2019-10-11
"5669","LoofahPack",5,12.1,60.5,2019-10-11
"5670","Package1",1,52.7,52.7,2019-10-11
"5671","BeeswaxCandle",1,27.2,27.2,2019-10-11
"5672","PackTeaCandles",2,8,16,2019-10-11
"5673","DreamPouch",2,18.8,37.6,2019-10-11
"5674","ParisPMirror",3,6.6,19.8,2019-10-11
"5675","MilanPMirror",1,5.7,5.7,2019-10-11
"5676","LoofahPack",1,29.4,29.4,2019-10-11
"5677","Package2",2,34.8,69.6,2019-10-11
"5678","Package3",4,34.9,139.6,2019-10-11
"5679","Package4",3,24.9,74.7,2019-10-11
"5680","Package5",4,24.8,99.2,2019-10-11
"5681","DriedBoquet1",1,49.5,49.5,2019-10-12
"5682","DriedBoquet2",3,41,123,2019-10-12
"5683","EucalyptSmudge",5,15.6,78,2019-10-12
"5684","SageSmudge",1,16.3,16.3,2019-10-12
"5685","RosePotpourri",1,12,12,2019-10-12
"5686","CDiskBamboo",4,29,116,2019-10-12
"5687","CDiskCoconut",3,26.9,80.7,2019-10-12
"5688","SmudgeBundle",4,53.3,213.2,2019-10-12
"5689","LoofahPack",5,12.1,60.5,2019-10-12
"5690","Package1",1,52.7,52.7,2019-10-12
"5691","BeeswaxCandle",1,27.2,27.2,2019-10-12
"5692","PackTeaCandles",2,8,16,2019-10-12
"5693","DreamPouch",2,18.8,37.6,2019-10-12
"5694","ParisPMirror",3,6.6,19.8,2019-10-12
"5695","MilanPMirror",1,5.7,5.7,2019-10-12
"5696","LoofahPack",1,29.4,29.4,2019-10-12
"5697","Package2",2,34.8,69.6,2019-10-12
"5698","Package3",4,34.9,139.6,2019-10-12
"5699","Package4",3,24.9,74.7,2019-10-12
"5700","Package5",4,24.8,99.2,2019-10-12
"5701","DriedBoquet1",1,49.5,49.5,2019-10-13
"5702","DriedBoquet2",3,41,123,2019-10-13
"5703","EucalyptSmudge",5,15.6,78,2019-10-13
"5704","SageSmudge",1,16.3,16.3,2019-10-13
"5705","RosePotpourri",1,12,12,2019-10-13
"5706","CDiskBamboo",4,29,116,2019-10-13
"5707","CDiskCoconut",3,26.9,80.7,2019-10-13
"5708","SmudgeBundle",4,53.3,213.2,2019-10-13
"5709","LoofahPack",5,12.1,60.5,2019-10-13
"5710","Package1",1,52.7,52.7,2019-10-13
"5711","BeeswaxCandle",1,27.2,27.2,2019-10-13
"5712","PackTeaCandles",2,8,16,2019-10-13
"5713","DreamPouch",2,18.8,37.6,2019-10-13
"5714","ParisPMirror",3,6.6,19.8,2019-10-13
"5715","MilanPMirror",1,5.7,5.7,2019-10-13
"5716","LoofahPack",1,29.4,29.4,2019-10-13
"5717","Package2",2,34.8,69.6,2019-10-13
"5718","Package3",4,34.9,139.6,2019-10-13
"5719","Package4",3,24.9,74.7,2019-10-13
"5720","Package5",4,24.8,99.2,2019-10-13
"5721","DriedBoquet1",1,49.5,49.5,2019-10-14
"5722","DriedBoquet2",3,41,123,2019-10-14
"5723","EucalyptSmudge",5,15.6,78,2019-10-14
"5724","SageSmudge",1,16.3,16.3,2019-10-14
"5725","RosePotpourri",1,12,12,2019-10-14
"5726","CDiskBamboo",4,29,116,2019-10-14
"5727","CDiskCoconut",3,26.9,80.7,2019-10-14
"5728","SmudgeBundle",4,53.3,213.2,2019-10-14
"5729","LoofahPack",5,12.1,60.5,2019-10-14
"5730","Package1",1,52.7,52.7,2019-10-14
"5731","BeeswaxCandle",1,27.2,27.2,2019-10-14
"5732","PackTeaCandles",2,8,16,2019-10-14
"5733","DreamPouch",2,18.8,37.6,2019-10-14
"5734","ParisPMirror",3,6.6,19.8,2019-10-14
"5735","MilanPMirror",1,5.7,5.7,2019-10-14
"5736","LoofahPack",1,29.4,29.4,2019-10-14
"5737","Package2",2,34.8,69.6,2019-10-14
"5738","Package3",4,34.9,139.6,2019-10-14
"5739","Package4",3,24.9,74.7,2019-10-14
"5740","Package5",4,24.8,99.2,2019-10-14
"5741","DriedBoquet1",1,49.5,49.5,2019-10-15
"5742","DriedBoquet2",3,41,123,2019-10-15
"5743","EucalyptSmudge",5,15.6,78,2019-10-15
"5744","SageSmudge",1,16.3,16.3,2019-10-15
"5745","RosePotpourri",1,12,12,2019-10-15
"5746","CDiskBamboo",4,29,116,2019-10-15
"5747","CDiskCoconut",3,26.9,80.7,2019-10-15
"5748","SmudgeBundle",4,53.3,213.2,2019-10-15
"5749","LoofahPack",5,12.1,60.5,2019-10-15
"5750","Package1",1,52.7,52.7,2019-10-15
"5751","BeeswaxCandle",1,27.2,27.2,2019-10-15
"5752","PackTeaCandles",2,8,16,2019-10-15
"5753","DreamPouch",2,18.8,37.6,2019-10-15
"5754","ParisPMirror",3,6.6,19.8,2019-10-15
"5755","MilanPMirror",1,5.7,5.7,2019-10-15
"5756","LoofahPack",1,29.4,29.4,2019-10-15
"5757","Package2",2,34.8,69.6,2019-10-15
"5758","Package3",4,34.9,139.6,2019-10-15
"5759","Package4",3,24.9,74.7,2019-10-15
"5760","Package5",4,24.8,99.2,2019-10-15
"5761","DriedBoquet1",1,49.5,49.5,2019-10-16
"5762","DriedBoquet2",3,41,123,2019-10-16
"5763","EucalyptSmudge",5,15.6,78,2019-10-16
"5764","SageSmudge",1,16.3,16.3,2019-10-16
"5765","RosePotpourri",1,12,12,2019-10-16
"5766","CDiskBamboo",4,29,116,2019-10-16
"5767","CDiskCoconut",3,26.9,80.7,2019-10-16
"5768","SmudgeBundle",4,53.3,213.2,2019-10-16
"5769","LoofahPack",5,12.1,60.5,2019-10-16
"5770","Package1",1,52.7,52.7,2019-10-16
"5771","BeeswaxCandle",1,27.2,27.2,2019-10-16
"5772","PackTeaCandles",2,8,16,2019-10-16
"5773","DreamPouch",2,18.8,37.6,2019-10-16
"5774","ParisPMirror",3,6.6,19.8,2019-10-16
"5775","MilanPMirror",1,5.7,5.7,2019-10-16
"5776","LoofahPack",1,29.4,29.4,2019-10-16
"5777","Package2",2,34.8,69.6,2019-10-16
"5778","Package3",4,34.9,139.6,2019-10-16
"5779","Package4",3,24.9,74.7,2019-10-16
"5780","Package5",4,24.8,99.2,2019-10-16
"5781","DriedBoquet1",1,49.5,49.5,2019-10-17
"5782","DriedBoquet2",3,41,123,2019-10-17
"5783","EucalyptSmudge",5,15.6,78,2019-10-17
"5784","SageSmudge",1,16.3,16.3,2019-10-17
"5785","RosePotpourri",1,12,12,2019-10-17
"5786","CDiskBamboo",4,29,116,2019-10-17
"5787","CDiskCoconut",3,26.9,80.7,2019-10-17
"5788","SmudgeBundle",4,53.3,213.2,2019-10-17
"5789","LoofahPack",5,12.1,60.5,2019-10-17
"5790","Package1",1,52.7,52.7,2019-10-17
"5791","BeeswaxCandle",1,27.2,27.2,2019-10-17
"5792","PackTeaCandles",2,8,16,2019-10-17
"5793","DreamPouch",2,18.8,37.6,2019-10-17
"5794","ParisPMirror",3,6.6,19.8,2019-10-17
"5795","MilanPMirror",1,5.7,5.7,2019-10-17
"5796","LoofahPack",1,29.4,29.4,2019-10-17
"5797","Package2",2,34.8,69.6,2019-10-17
"5798","Package3",4,34.9,139.6,2019-10-17
"5799","Package4",3,24.9,74.7,2019-10-17
"5800","Package5",4,24.8,99.2,2019-10-17
"5801","DriedBoquet1",1,49.5,49.5,2019-10-18
"5802","DriedBoquet2",3,41,123,2019-10-18
"5803","EucalyptSmudge",5,15.6,78,2019-10-18
"5804","SageSmudge",1,16.3,16.3,2019-10-18
"5805","RosePotpourri",1,12,12,2019-10-18
"5806","CDiskBamboo",4,29,116,2019-10-18
"5807","CDiskCoconut",3,26.9,80.7,2019-10-18
"5808","SmudgeBundle",4,53.3,213.2,2019-10-18
"5809","LoofahPack",5,12.1,60.5,2019-10-18
"5810","Package1",1,52.7,52.7,2019-10-18
"5811","BeeswaxCandle",1,27.2,27.2,2019-10-18
"5812","PackTeaCandles",2,8,16,2019-10-18
"5813","DreamPouch",2,18.8,37.6,2019-10-18
"5814","ParisPMirror",3,6.6,19.8,2019-10-18
"5815","MilanPMirror",1,5.7,5.7,2019-10-18
"5816","LoofahPack",1,29.4,29.4,2019-10-18
"5817","Package2",2,34.8,69.6,2019-10-18
"5818","Package3",4,34.9,139.6,2019-10-18
"5819","Package4",3,24.9,74.7,2019-10-18
"5820","Package5",4,24.8,99.2,2019-10-18
"5821","DriedBoquet1",1,49.5,49.5,2019-10-19
"5822","DriedBoquet2",3,41,123,2019-10-19
"5823","EucalyptSmudge",5,15.6,78,2019-10-19
"5824","SageSmudge",1,16.3,16.3,2019-10-19
"5825","RosePotpourri",1,12,12,2019-10-19
"5826","CDiskBamboo",4,29,116,2019-10-19
"5827","CDiskCoconut",3,26.9,80.7,2019-10-19
"5828","SmudgeBundle",4,53.3,213.2,2019-10-19
"5829","LoofahPack",5,12.1,60.5,2019-10-19
"5830","Package1",1,52.7,52.7,2019-10-19
"5831","BeeswaxCandle",1,27.2,27.2,2019-10-19
"5832","PackTeaCandles",2,8,16,2019-10-19
"5833","DreamPouch",2,18.8,37.6,2019-10-19
"5834","ParisPMirror",3,6.6,19.8,2019-10-19
"5835","MilanPMirror",1,5.7,5.7,2019-10-19
"5836","LoofahPack",1,29.4,29.4,2019-10-19
"5837","Package2",2,34.8,69.6,2019-10-19
"5838","Package3",4,34.9,139.6,2019-10-19
"5839","Package4",3,24.9,74.7,2019-10-19
"5840","Package5",4,24.8,99.2,2019-10-19
"5841","DriedBoquet1",1,49.5,49.5,2019-10-20
"5842","DriedBoquet2",3,41,123,2019-10-20
"5843","EucalyptSmudge",5,15.6,78,2019-10-20
"5844","SageSmudge",1,16.3,16.3,2019-10-20
"5845","RosePotpourri",1,12,12,2019-10-20
"5846","CDiskBamboo",4,29,116,2019-10-20
"5847","CDiskCoconut",3,26.9,80.7,2019-10-20
"5848","SmudgeBundle",4,53.3,213.2,2019-10-20
"5849","LoofahPack",5,12.1,60.5,2019-10-20
"5850","Package1",1,52.7,52.7,2019-10-20
"5851","BeeswaxCandle",1,27.2,27.2,2019-10-20
"5852","PackTeaCandles",2,8,16,2019-10-20
"5853","DreamPouch",2,18.8,37.6,2019-10-20
"5854","ParisPMirror",3,6.6,19.8,2019-10-20
"5855","MilanPMirror",1,5.7,5.7,2019-10-20
"5856","LoofahPack",1,29.4,29.4,2019-10-20
"5857","Package2",2,34.8,69.6,2019-10-20
"5858","Package3",4,34.9,139.6,2019-10-20
"5859","Package4",3,24.9,74.7,2019-10-20
"5860","Package5",4,24.8,99.2,2019-10-20
"5861","DriedBoquet1",1,49.5,49.5,2019-10-21
"5862","DriedBoquet2",3,41,123,2019-10-21
"5863","EucalyptSmudge",5,15.6,78,2019-10-21
"5864","SageSmudge",1,16.3,16.3,2019-10-21
"5865","RosePotpourri",1,12,12,2019-10-21
"5866","CDiskBamboo",4,29,116,2019-10-21
"5867","CDiskCoconut",3,26.9,80.7,2019-10-21
"5868","SmudgeBundle",4,53.3,213.2,2019-10-21
"5869","LoofahPack",5,12.1,60.5,2019-10-21
"5870","Package1",1,52.7,52.7,2019-10-21
"5871","BeeswaxCandle",1,27.2,27.2,2019-10-21
"5872","PackTeaCandles",2,8,16,2019-10-21
"5873","DreamPouch",2,18.8,37.6,2019-10-21
"5874","ParisPMirror",3,6.6,19.8,2019-10-21
